"date","state","y"
1997-06-01,"District of Columbia",562
1997-07-01,"District of Columbia",419
1997-08-01,"District of Columbia",372
1997-09-01,"District of Columbia",393
1997-10-01,"District of Columbia",553
1997-11-01,"District of Columbia",1414
1997-12-01,"District of Columbia",2421
1998-01-01,"District of Columbia",2417
1998-02-01,"District of Columbia",2372
1998-03-01,"District of Columbia",2038
1998-04-01,"District of Columbia",1198
1998-05-01,"District of Columbia",638
1998-06-01,"District of Columbia",436
1998-07-01,"District of Columbia",372
1998-08-01,"District of Columbia",328
1998-09-01,"District of Columbia",340
1998-10-01,"District of Columbia",459
1998-11-01,"District of Columbia",1088
1998-12-01,"District of Columbia",1563
1999-01-01,"District of Columbia",2916
1999-02-01,"District of Columbia",2311
1999-03-01,"District of Columbia",2326
1999-04-01,"District of Columbia",1270
1999-05-01,"District of Columbia",688
1999-06-01,"District of Columbia",399
1999-07-01,"District of Columbia",369
1999-08-01,"District of Columbia",315
1999-09-01,"District of Columbia",326
1999-10-01,"District of Columbia",484
1999-11-01,"District of Columbia",1029
1999-12-01,"District of Columbia",1714
2000-01-01,"District of Columbia",2788
2000-02-01,"District of Columbia",3114
2000-03-01,"District of Columbia",1747
2000-04-01,"District of Columbia",1272
2000-05-01,"District of Columbia",741
2000-06-01,"District of Columbia",485
2000-07-01,"District of Columbia",379
2000-08-01,"District of Columbia",356
2000-09-01,"District of Columbia",376
2000-10-01,"District of Columbia",553
2000-11-01,"District of Columbia",1069
2000-12-01,"District of Columbia",2557
2001-01-01,"District of Columbia",3057
2001-02-01,"District of Columbia",2300
2001-03-01,"District of Columbia",1970
2001-04-01,"District of Columbia",1256
2001-05-01,"District of Columbia",539
2001-06-01,"District of Columbia",400
2001-07-01,"District of Columbia",318
2001-08-01,"District of Columbia",282
2001-09-01,"District of Columbia",301
2001-10-01,"District of Columbia",428
2001-11-01,"District of Columbia",865
2001-12-01,"District of Columbia",1231
2002-01-01,"District of Columbia",2357
2002-02-01,"District of Columbia",2015
2002-03-01,"District of Columbia",1671
2002-04-01,"District of Columbia",809
2002-05-01,"District of Columbia",567
2002-06-01,"District of Columbia",352
2002-07-01,"District of Columbia",318
2002-08-01,"District of Columbia",319
2002-09-01,"District of Columbia",338
2002-10-01,"District of Columbia",907
2002-11-01,"District of Columbia",1825
2002-12-01,"District of Columbia",2773
2003-01-01,"District of Columbia",3382
2003-02-01,"District of Columbia",2651
2003-03-01,"District of Columbia",1698
2003-04-01,"District of Columbia",1044
2003-05-01,"District of Columbia",568
2003-06-01,"District of Columbia",347
2003-07-01,"District of Columbia",293
2003-08-01,"District of Columbia",297
2003-09-01,"District of Columbia",181
2003-10-01,"District of Columbia",849
2003-11-01,"District of Columbia",1295
2003-12-01,"District of Columbia",2551
2004-01-01,"District of Columbia",3486
2004-02-01,"District of Columbia",2378
2004-03-01,"District of Columbia",1538
2004-04-01,"District of Columbia",1004
2004-05-01,"District of Columbia",382
2004-06-01,"District of Columbia",284
2004-07-01,"District of Columbia",245
2004-08-01,"District of Columbia",374
2004-09-01,"District of Columbia",275
2004-10-01,"District of Columbia",723
2004-11-01,"District of Columbia",1307
2004-12-01,"District of Columbia",2280
2005-01-01,"District of Columbia",2858
2005-02-01,"District of Columbia",2005
2005-03-01,"District of Columbia",1952
2005-04-01,"District of Columbia",703
2005-05-01,"District of Columbia",555
2005-06-01,"District of Columbia",374
2005-07-01,"District of Columbia",321
2005-08-01,"District of Columbia",219
2005-09-01,"District of Columbia",300
2005-10-01,"District of Columbia",585
2005-11-01,"District of Columbia",1425
2005-12-01,"District of Columbia",2556
2006-01-01,"District of Columbia",1857
2006-02-01,"District of Columbia",2035
2006-03-01,"District of Columbia",1503
2006-04-01,"District of Columbia",600
2006-05-01,"District of Columbia",442
2006-06-01,"District of Columbia",280
2006-07-01,"District of Columbia",294
2006-08-01,"District of Columbia",259
2006-09-01,"District of Columbia",359
2006-10-01,"District of Columbia",799
2006-11-01,"District of Columbia",1175
2006-12-01,"District of Columbia",1810
2007-01-01,"District of Columbia",2164
2007-02-01,"District of Columbia",2848
2007-03-01,"District of Columbia",1522
2007-04-01,"District of Columbia",1093
2007-05-01,"District of Columbia",427
2007-06-01,"District of Columbia",411
2007-07-01,"District of Columbia",264
2007-08-01,"District of Columbia",272
2007-09-01,"District of Columbia",258
2007-10-01,"District of Columbia",453
2007-11-01,"District of Columbia",1422
2007-12-01,"District of Columbia",2236
2008-01-01,"District of Columbia",2458
2008-02-01,"District of Columbia",2147
2008-03-01,"District of Columbia",1551
2008-04-01,"District of Columbia",741
2008-05-01,"District of Columbia",476
2008-06-01,"District of Columbia",371
2008-07-01,"District of Columbia",255
2008-08-01,"District of Columbia",264
2008-09-01,"District of Columbia",284
2008-10-01,"District of Columbia",797
2008-11-01,"District of Columbia",1660
2008-12-01,"District of Columbia",2220
2009-01-01,"District of Columbia",2998
2009-02-01,"District of Columbia",2005
2009-03-01,"District of Columbia",1662
2009-04-01,"District of Columbia",797
2009-05-01,"District of Columbia",446
2009-06-01,"District of Columbia",297
2009-07-01,"District of Columbia",269
2009-08-01,"District of Columbia",264
2009-09-01,"District of Columbia",244
2009-10-01,"District of Columbia",703
2009-11-01,"District of Columbia",1211
2009-12-01,"District of Columbia",2570
2010-01-01,"District of Columbia",2821
2010-02-01,"District of Columbia",2507
2010-03-01,"District of Columbia",1350
2010-04-01,"District of Columbia",542
2010-05-01,"District of Columbia",323
2010-06-01,"District of Columbia",262
2010-07-01,"District of Columbia",239
2010-08-01,"District of Columbia",224
2010-09-01,"District of Columbia",244
2010-10-01,"District of Columbia",629
2010-11-01,"District of Columbia",1352
2010-12-01,"District of Columbia",3115
2011-01-01,"District of Columbia",2905
2011-02-01,"District of Columbia",2032
2011-03-01,"District of Columbia",1493
2011-04-01,"District of Columbia",904
2011-05-01,"District of Columbia",255
2011-06-01,"District of Columbia",325
2011-07-01,"District of Columbia",207
2011-08-01,"District of Columbia",283
2011-09-01,"District of Columbia",222
2011-10-01,"District of Columbia",809
2011-11-01,"District of Columbia",1070
2011-12-01,"District of Columbia",1882
2012-01-01,"District of Columbia",2658
2012-02-01,"District of Columbia",1591
2012-03-01,"District of Columbia",979
2012-04-01,"District of Columbia",666
2012-05-01,"District of Columbia",303
2012-06-01,"District of Columbia",263
2012-07-01,"District of Columbia",236
2012-08-01,"District of Columbia",242
2012-09-01,"District of Columbia",233
2012-10-01,"District of Columbia",614
2012-11-01,"District of Columbia",1762
2012-12-01,"District of Columbia",1713
2013-01-01,"District of Columbia",2438
2013-02-01,"District of Columbia",2239
2013-03-01,"District of Columbia",1948
2013-04-01,"District of Columbia",761
2013-05-01,"District of Columbia",449
2013-06-01,"District of Columbia",329
2013-07-01,"District of Columbia",281
2013-08-01,"District of Columbia",254
2013-09-01,"District of Columbia",281
2013-10-01,"District of Columbia",451
2013-11-01,"District of Columbia",1642
2013-12-01,"District of Columbia",2139
2014-01-01,"District of Columbia",2908
2014-02-01,"District of Columbia",2508
2014-03-01,"District of Columbia",2087
2014-04-01,"District of Columbia",893
2014-05-01,"District of Columbia",446
2014-06-01,"District of Columbia",293
2014-07-01,"District of Columbia",249
2014-08-01,"District of Columbia",258
2014-09-01,"District of Columbia",262
2014-10-01,"District of Columbia",550
2014-11-01,"District of Columbia",1671
2014-12-01,"District of Columbia",2117
2015-01-01,"District of Columbia",3166
2015-02-01,"District of Columbia",2886
2015-03-01,"District of Columbia",2046
2015-04-01,"District of Columbia",866
2015-05-01,"District of Columbia",456
2015-06-01,"District of Columbia",256
2015-07-01,"District of Columbia",264
2015-08-01,"District of Columbia",262
2015-09-01,"District of Columbia",276
2015-10-01,"District of Columbia",567
2015-11-01,"District of Columbia",994
2015-12-01,"District of Columbia",1456
2016-01-01,"District of Columbia",2464
2016-02-01,"District of Columbia",2230
2016-03-01,"District of Columbia",1080
2016-04-01,"District of Columbia",772
2016-05-01,"District of Columbia",489
2016-06-01,"District of Columbia",280
2016-07-01,"District of Columbia",240
2016-08-01,"District of Columbia",211
2016-09-01,"District of Columbia",202
2016-10-01,"District of Columbia",337
2016-11-01,"District of Columbia",941
2016-12-01,"District of Columbia",2132
2017-01-01,"District of Columbia",2348
2017-02-01,"District of Columbia",1679
2017-03-01,"District of Columbia",1796
2017-04-01,"District of Columbia",616
2017-05-01,"District of Columbia",518
2017-06-01,"District of Columbia",340
2017-07-01,"District of Columbia",293
2017-08-01,"District of Columbia",287
2017-09-01,"District of Columbia",299
2017-10-01,"District of Columbia",410
2017-11-01,"District of Columbia",934
2017-12-01,"District of Columbia",2383
2018-01-01,"District of Columbia",2669
2018-02-01,"District of Columbia",1813
2018-03-01,"District of Columbia",1930
2018-04-01,"District of Columbia",994
2018-05-01,"District of Columbia",377
2018-06-01,"District of Columbia",267
2018-07-01,"District of Columbia",281
2018-08-01,"District of Columbia",286
2018-09-01,"District of Columbia",264
2018-10-01,"District of Columbia",528
2018-11-01,"District of Columbia",1612
2018-12-01,"District of Columbia",2091
2019-01-01,"District of Columbia",2101
2019-02-01,"District of Columbia",2150
2019-03-01,"District of Columbia",1651
2019-04-01,"District of Columbia",745
2019-05-01,"District of Columbia",395
2019-06-01,"District of Columbia",292
2019-07-01,"District of Columbia",228
2019-08-01,"District of Columbia",272
2019-09-01,"District of Columbia",253
2019-10-01,"District of Columbia",246
2019-11-01,"District of Columbia",1481
2019-12-01,"District of Columbia",2251
2020-01-01,"District of Columbia",1939
2020-02-01,"District of Columbia",1806
2020-03-01,"District of Columbia",1187
2020-04-01,"District of Columbia",907
2020-05-01,"District of Columbia",581
2020-06-01,"District of Columbia",304
2020-07-01,"District of Columbia",260
2020-08-01,"District of Columbia",230
2020-09-01,"District of Columbia",262
2020-10-01,"District of Columbia",351
2020-11-01,"District of Columbia",956
2020-12-01,"District of Columbia",2095
2021-01-01,"District of Columbia",2164
2021-02-01,"District of Columbia",2119
1989-01-01,"Florida",1709
1989-02-01,"Florida",1445
1989-03-01,"Florida",1834
1989-04-01,"Florida",1207
1989-05-01,"Florida",817
1989-06-01,"Florida",707
1989-07-01,"Florida",674
1989-08-01,"Florida",617
1989-09-01,"Florida",641
1989-10-01,"Florida",637
1989-11-01,"Florida",974
1989-12-01,"Florida",1825
1990-01-01,"Florida",2829
1990-02-01,"Florida",1470
1990-03-01,"Florida",1262
1990-04-01,"Florida",1048
1990-05-01,"Florida",810
1990-06-01,"Florida",699
1990-07-01,"Florida",661
1990-08-01,"Florida",603
1990-09-01,"Florida",618
1990-10-01,"Florida",633
1990-11-01,"Florida",905
1990-12-01,"Florida",1438
1991-01-01,"Florida",1595
1991-02-01,"Florida",1811
1991-03-01,"Florida",1568
1991-04-01,"Florida",1078
1991-05-01,"Florida",766
1991-06-01,"Florida",714
1991-07-01,"Florida",653
1991-08-01,"Florida",610
1991-09-01,"Florida",646
1991-10-01,"Florida",659
1991-11-01,"Florida",1130
1991-12-01,"Florida",1677
1992-01-01,"Florida",2206
1992-02-01,"Florida",2345
1992-03-01,"Florida",1478
1992-04-01,"Florida",1340
1992-05-01,"Florida",936
1992-06-01,"Florida",733
1992-07-01,"Florida",674
1992-08-01,"Florida",627
1992-09-01,"Florida",636
1992-10-01,"Florida",685
1992-11-01,"Florida",956
1992-12-01,"Florida",1766
1993-01-01,"Florida",1652
1993-02-01,"Florida",1868
1993-03-01,"Florida",1923
1993-04-01,"Florida",1480
1993-05-01,"Florida",963
1993-06-01,"Florida",772
1993-07-01,"Florida",679
1993-08-01,"Florida",618
1993-09-01,"Florida",669
1993-10-01,"Florida",706
1993-11-01,"Florida",1007
1993-12-01,"Florida",1605
1994-01-01,"Florida",2725
1994-02-01,"Florida",2089
1994-03-01,"Florida",1472
1994-04-01,"Florida",1152
1994-05-01,"Florida",815
1994-06-01,"Florida",746
1994-07-01,"Florida",691
1994-08-01,"Florida",665
1994-09-01,"Florida",712
1994-10-01,"Florida",711
1994-11-01,"Florida",829
1994-12-01,"Florida",1248
1995-01-01,"Florida",2239
1995-02-01,"Florida",2453
1995-03-01,"Florida",1595
1995-04-01,"Florida",1122
1995-05-01,"Florida",841
1995-06-01,"Florida",748
1995-07-01,"Florida",716
1995-08-01,"Florida",641
1995-09-01,"Florida",729
1995-10-01,"Florida",668
1995-11-01,"Florida",1004
1995-12-01,"Florida",1785
1996-01-01,"Florida",2828
1996-02-01,"Florida",2570
1996-03-01,"Florida",2058
1996-04-01,"Florida",1640
1996-05-01,"Florida",1016
1996-06-01,"Florida",786
1996-07-01,"Florida",741
1996-08-01,"Florida",658
1996-09-01,"Florida",690
1996-10-01,"Florida",752
1996-11-01,"Florida",972
1996-12-01,"Florida",1583
1997-01-01,"Florida",1955
1997-02-01,"Florida",1866
1997-03-01,"Florida",1154
1997-04-01,"Florida",914
1997-05-01,"Florida",852
1997-06-01,"Florida",773
1997-07-01,"Florida",709
1997-08-01,"Florida",670
1997-09-01,"Florida",631
1997-10-01,"Florida",681
1997-11-01,"Florida",1074
1997-12-01,"Florida",1837
1998-01-01,"Florida",2275
1998-02-01,"Florida",2073
1998-03-01,"Florida",1881
1998-04-01,"Florida",1509
1998-05-01,"Florida",920
1998-06-01,"Florida",779
1998-07-01,"Florida",705
1998-08-01,"Florida",649
1998-09-01,"Florida",657
1998-10-01,"Florida",685
1998-11-01,"Florida",842
1998-12-01,"Florida",1127
1999-01-01,"Florida",2110
1999-02-01,"Florida",1522
1999-03-01,"Florida",1674
1999-04-01,"Florida",1306
1999-05-01,"Florida",911
1999-06-01,"Florida",794
1999-07-01,"Florida",752
1999-08-01,"Florida",702
1999-09-01,"Florida",702
1999-10-01,"Florida",731
1999-11-01,"Florida",1020
1999-12-01,"Florida",1572
2000-01-01,"Florida",2179
2000-02-01,"Florida",2503
2000-03-01,"Florida",1622
2000-04-01,"Florida",1133
2000-05-01,"Florida",967
2000-06-01,"Florida",831
2000-07-01,"Florida",734
2000-08-01,"Florida",701
2000-09-01,"Florida",700
2000-10-01,"Florida",829
2000-11-01,"Florida",994
2000-12-01,"Florida",1940
2001-01-01,"Florida",3289
2001-02-01,"Florida",2647
2001-03-01,"Florida",1507
2001-04-01,"Florida",1307
2001-05-01,"Florida",951
2001-06-01,"Florida",778
2001-07-01,"Florida",726
2001-08-01,"Florida",700
2001-09-01,"Florida",699
2001-10-01,"Florida",762
2001-11-01,"Florida",983
2001-12-01,"Florida",1199
2002-01-01,"Florida",2500
2002-02-01,"Florida",1881
2002-03-01,"Florida",1942
2002-04-01,"Florida",1244
2002-05-01,"Florida",906
2002-06-01,"Florida",831
2002-07-01,"Florida",774
2002-08-01,"Florida",720
2002-09-01,"Florida",738
2002-10-01,"Florida",744
2002-11-01,"Florida",931
2002-12-01,"Florida",1915
2003-01-01,"Florida",2904
2003-02-01,"Florida",2846
2003-03-01,"Florida",1600
2003-04-01,"Florida",1193
2003-05-01,"Florida",976
2003-06-01,"Florida",818
2003-07-01,"Florida",753
2003-08-01,"Florida",737
2003-09-01,"Florida",740
2003-10-01,"Florida",764
2003-11-01,"Florida",912
2003-12-01,"Florida",1623
2004-01-01,"Florida",2617
2004-02-01,"Florida",2491
2004-03-01,"Florida",1995
2004-04-01,"Florida",1381
2004-05-01,"Florida",1069
2004-06-01,"Florida",832
2004-07-01,"Florida",733
2004-08-01,"Florida",713
2004-09-01,"Florida",740
2004-10-01,"Florida",787
2004-11-01,"Florida",932
2004-12-01,"Florida",1603
2005-01-01,"Florida",2411
2005-02-01,"Florida",2254
2005-03-01,"Florida",1955
2005-04-01,"Florida",1547
2005-05-01,"Florida",1094
2005-06-01,"Florida",905
2005-07-01,"Florida",799
2005-08-01,"Florida",742
2005-09-01,"Florida",762
2005-10-01,"Florida",818
2005-11-01,"Florida",1092
2005-12-01,"Florida",1745
2006-01-01,"Florida",2506
2006-02-01,"Florida",2261
2006-03-01,"Florida",1807
2006-04-01,"Florida",1345
2006-05-01,"Florida",1020
2006-06-01,"Florida",867
2006-07-01,"Florida",794
2006-08-01,"Florida",731
2006-09-01,"Florida",747
2006-10-01,"Florida",789
2006-11-01,"Florida",1058
2006-12-01,"Florida",1716
2007-01-01,"Florida",1776
2007-02-01,"Florida",2229
2007-03-01,"Florida",1979
2007-04-01,"Florida",1448
2007-05-01,"Florida",1145
2007-06-01,"Florida",950
2007-07-01,"Florida",818
2007-08-01,"Florida",725
2007-09-01,"Florida",713
2007-10-01,"Florida",793
2007-11-01,"Florida",1047
2007-12-01,"Florida",1442
2008-01-01,"Florida",2161
2008-02-01,"Florida",2070
2008-03-01,"Florida",1753
2008-04-01,"Florida",1425
2008-05-01,"Florida",1097
2008-06-01,"Florida",846
2008-07-01,"Florida",781
2008-08-01,"Florida",723
2008-09-01,"Florida",742
2008-10-01,"Florida",795
2008-11-01,"Florida",1212
2008-12-01,"Florida",1989
2009-01-01,"Florida",2091
2009-02-01,"Florida",2611
2009-03-01,"Florida",2025
2009-04-01,"Florida",1338
2009-05-01,"Florida",1061
2009-06-01,"Florida",850
2009-07-01,"Florida",746
2009-08-01,"Florida",709
2009-09-01,"Florida",706
2009-10-01,"Florida",706
2009-11-01,"Florida",953
2009-12-01,"Florida",1417
2010-01-01,"Florida",3117
2010-02-01,"Florida",2590
2010-03-01,"Florida",2781
2010-04-01,"Florida",1719
2010-05-01,"Florida",1131
2010-06-01,"Florida",769
2010-07-01,"Florida",699
2010-08-01,"Florida",669
2010-09-01,"Florida",675
2010-10-01,"Florida",830
2010-11-01,"Florida",1146
2010-12-01,"Florida",2619
2011-01-01,"Florida",3392
2011-02-01,"Florida",2453
2011-03-01,"Florida",1676
2011-04-01,"Florida",1183
2011-05-01,"Florida",912
2011-06-01,"Florida",802
2011-07-01,"Florida",756
2011-08-01,"Florida",723
2011-09-01,"Florida",743
2011-10-01,"Florida",932
2011-11-01,"Florida",1213
2011-12-01,"Florida",1615
2012-01-01,"Florida",1901
2012-02-01,"Florida",1837
2012-03-01,"Florida",1473
2012-04-01,"Florida",1190
2012-05-01,"Florida",995
2012-06-01,"Florida",837
2012-07-01,"Florida",821
2012-08-01,"Florida",805
2012-09-01,"Florida",771
2012-10-01,"Florida",823
2012-11-01,"Florida",1257
2012-12-01,"Florida",1655
2013-01-01,"Florida",1962
2013-02-01,"Florida",1687
2013-03-01,"Florida",2147
2013-04-01,"Florida",1646
2013-05-01,"Florida",1069
2013-06-01,"Florida",662
2013-07-01,"Florida",719
2013-08-01,"Florida",727
2013-09-01,"Florida",663
2013-10-01,"Florida",973
2013-11-01,"Florida",1275
2013-12-01,"Florida",1789
2014-01-01,"Florida",3057
2014-02-01,"Florida",1874
2014-03-01,"Florida",1920
2014-04-01,"Florida",1166
2014-05-01,"Florida",917
2014-06-01,"Florida",593
2014-07-01,"Florida",709
2014-08-01,"Florida",729
2014-09-01,"Florida",641
2014-10-01,"Florida",965
2014-11-01,"Florida",1853
2014-12-01,"Florida",2227
2015-01-01,"Florida",2518
2015-02-01,"Florida",2502
2015-03-01,"Florida",1397
2015-04-01,"Florida",1246
2015-05-01,"Florida",946
2015-06-01,"Florida",880
2015-07-01,"Florida",844
2015-08-01,"Florida",643
2015-09-01,"Florida",641
2015-10-01,"Florida",1096
2015-11-01,"Florida",1233
2015-12-01,"Florida",1459
2016-01-01,"Florida",2738
2016-02-01,"Florida",2333
2016-03-01,"Florida",1694
2016-04-01,"Florida",1221
2016-05-01,"Florida",968
2016-06-01,"Florida",798
2016-07-01,"Florida",701
2016-08-01,"Florida",683
2016-09-01,"Florida",727
2016-10-01,"Florida",820
2016-11-01,"Florida",1082
2016-12-01,"Florida",1587
2017-01-01,"Florida",1958
2017-02-01,"Florida",1725
2017-03-01,"Florida",1600
2017-04-01,"Florida",1392
2017-05-01,"Florida",1060
2017-06-01,"Florida",880
2017-07-01,"Florida",778
2017-08-01,"Florida",751
2017-09-01,"Florida",823
2017-10-01,"Florida",924
2017-11-01,"Florida",1226
2017-12-01,"Florida",1816
2018-01-01,"Florida",3108
2018-02-01,"Florida",2054
2018-03-01,"Florida",1745
2018-04-01,"Florida",1576
2018-05-01,"Florida",1155
2018-06-01,"Florida",992
2018-07-01,"Florida",818
2018-08-01,"Florida",758
2018-09-01,"Florida",845
2018-10-01,"Florida",855
2018-11-01,"Florida",1193
2018-12-01,"Florida",1993
2019-01-01,"Florida",2451
2019-02-01,"Florida",2169
2019-03-01,"Florida",1678
2019-04-01,"Florida",1556
2019-05-01,"Florida",1190
2019-06-01,"Florida",924
2019-07-01,"Florida",813
2019-08-01,"Florida",821
2019-09-01,"Florida",886
2019-10-01,"Florida",936
2019-11-01,"Florida",1190
2019-12-01,"Florida",1952
2020-01-01,"Florida",NA
2020-02-01,"Florida",2136
2020-03-01,"Florida",NA
2020-04-01,"Florida",1473
2020-05-01,"Florida",NA
2020-06-01,"Florida",NA
2020-07-01,"Florida",936
2020-08-01,"Florida",918
2020-09-01,"Florida",904
2020-10-01,"Florida",1067
2020-11-01,"Florida",1343
2020-12-01,"Florida",2155
2021-01-01,"Florida",3025
2021-02-01,"Florida",2514
1989-01-01,"Georgia",15116
1989-02-01,"Georgia",16389
1989-03-01,"Georgia",9603
1989-04-01,"Georgia",7211
1989-05-01,"Georgia",4629
1989-06-01,"Georgia",3050
1989-07-01,"Georgia",2988
1989-08-01,"Georgia",2792
1989-09-01,"Georgia",3466
1989-10-01,"Georgia",5190
1989-11-01,"Georgia",11110
1989-12-01,"Georgia",22137
1990-01-01,"Georgia",16238
1990-02-01,"Georgia",11794
1990-03-01,"Georgia",10094
1990-04-01,"Georgia",6398
1990-05-01,"Georgia",3781
1990-06-01,"Georgia",3153
1990-07-01,"Georgia",2914
1990-08-01,"Georgia",2900
1990-09-01,"Georgia",2979
1990-10-01,"Georgia",5357
1990-11-01,"Georgia",9115
1990-12-01,"Georgia",15540
1991-01-01,"Georgia",18493
1991-02-01,"Georgia",13332
1991-03-01,"Georgia",10872
1991-04-01,"Georgia",5129
1991-05-01,"Georgia",3781
1991-06-01,"Georgia",3092
1991-07-01,"Georgia",2984
1991-08-01,"Georgia",2965
1991-09-01,"Georgia",2893
1991-10-01,"Georgia",4829
1991-11-01,"Georgia",12479
1991-12-01,"Georgia",15812
1992-01-01,"Georgia",19167
1992-02-01,"Georgia",14531
1992-03-01,"Georgia",12768
1992-04-01,"Georgia",7360
1992-05-01,"Georgia",4718
1992-06-01,"Georgia",3536
1992-07-01,"Georgia",3170
1992-08-01,"Georgia",2981
1992-09-01,"Georgia",3211
1992-10-01,"Georgia",5284
1992-11-01,"Georgia",12934
1992-12-01,"Georgia",18555
1993-01-01,"Georgia",17952
1993-02-01,"Georgia",18076
1993-03-01,"Georgia",15664
1993-04-01,"Georgia",9279
1993-05-01,"Georgia",4443
1993-06-01,"Georgia",3106
1993-07-01,"Georgia",3028
1993-08-01,"Georgia",2939
1993-09-01,"Georgia",2903
1993-10-01,"Georgia",6147
1993-11-01,"Georgia",11585
1993-12-01,"Georgia",20533
1994-01-01,"Georgia",23864
1994-02-01,"Georgia",16736
1994-03-01,"Georgia",12037
1994-04-01,"Georgia",5297
1994-05-01,"Georgia",4434
1994-06-01,"Georgia",3271
1994-07-01,"Georgia",3008
1994-08-01,"Georgia",3149
1994-09-01,"Georgia",2918
1994-10-01,"Georgia",5390
1994-11-01,"Georgia",9453
1994-12-01,"Georgia",15880
1995-01-01,"Georgia",20343
1995-02-01,"Georgia",18858
1995-03-01,"Georgia",10571
1995-04-01,"Georgia",6026
1995-05-01,"Georgia",3961
1995-06-01,"Georgia",3206
1995-07-01,"Georgia",3002
1995-08-01,"Georgia",3000
1995-09-01,"Georgia",3319
1995-10-01,"Georgia",6067
1995-11-01,"Georgia",14965
1995-12-01,"Georgia",21351
1996-01-01,"Georgia",24332
1996-02-01,"Georgia",19358
1996-03-01,"Georgia",17871
1996-04-01,"Georgia",9875
1996-05-01,"Georgia",4272
1996-06-01,"Georgia",3115
1996-07-01,"Georgia",3179
1996-08-01,"Georgia",2972
1996-09-01,"Georgia",3092
1996-10-01,"Georgia",5771
1996-11-01,"Georgia",14651
1996-12-01,"Georgia",18574
1997-01-01,"Georgia",21449
1997-02-01,"Georgia",16288
1997-03-01,"Georgia",8959
1997-04-01,"Georgia",8183
1997-05-01,"Georgia",3816
1997-06-01,"Georgia",3341
1997-07-01,"Georgia",3180
1997-08-01,"Georgia",2930
1997-09-01,"Georgia",3158
1997-10-01,"Georgia",6693
1997-11-01,"Georgia",16495
1997-12-01,"Georgia",19892
1998-01-01,"Georgia",20365
1998-02-01,"Georgia",18186
1998-03-01,"Georgia",16448
1998-04-01,"Georgia",8076
1998-05-01,"Georgia",3577
1998-06-01,"Georgia",3210
1998-07-01,"Georgia",2981
1998-08-01,"Georgia",2850
1998-09-01,"Georgia",2889
1998-10-01,"Georgia",4325
1998-11-01,"Georgia",9441
1998-12-01,"Georgia",15049
1999-01-01,"Georgia",18834
1999-02-01,"Georgia",14967
1999-03-01,"Georgia",12351
1999-04-01,"Georgia",5469
1999-05-01,"Georgia",1902
1999-06-01,"Georgia",1677
1999-07-01,"Georgia",2216
1999-08-01,"Georgia",2349
1999-09-01,"Georgia",3794
1999-10-01,"Georgia",5974
1999-11-01,"Georgia",10635
1999-12-01,"Georgia",18610
2000-01-01,"Georgia",26533
2000-02-01,"Georgia",17571
2000-03-01,"Georgia",11126
2000-04-01,"Georgia",8441
2000-05-01,"Georgia",4818
2000-06-01,"Georgia",3835
2000-07-01,"Georgia",3775
2000-08-01,"Georgia",3833
2000-09-01,"Georgia",4164
2000-10-01,"Georgia",6682
2000-11-01,"Georgia",15912
2000-12-01,"Georgia",34149
2001-01-01,"Georgia",28095
2001-02-01,"Georgia",16292
2001-03-01,"Georgia",16658
2001-04-01,"Georgia",6945
2001-05-01,"Georgia",4594
2001-06-01,"Georgia",3547
2001-07-01,"Georgia",3517
2001-08-01,"Georgia",3546
2001-09-01,"Georgia",3728
2001-10-01,"Georgia",7915
2001-11-01,"Georgia",8398
2001-12-01,"Georgia",16734
2002-01-01,"Georgia",22812
2002-02-01,"Georgia",18516
2002-03-01,"Georgia",13849
2002-04-01,"Georgia",5836
2002-05-01,"Georgia",4810
2002-06-01,"Georgia",3730
2002-07-01,"Georgia",3611
2002-08-01,"Georgia",3505
2002-09-01,"Georgia",3625
2002-10-01,"Georgia",5372
2002-11-01,"Georgia",15644
2002-12-01,"Georgia",25357
2003-01-01,"Georgia",29759
2003-02-01,"Georgia",20657
2003-03-01,"Georgia",12180
2003-04-01,"Georgia",7256
2003-05-01,"Georgia",4668
2003-06-01,"Georgia",3807
2003-07-01,"Georgia",3644
2003-08-01,"Georgia",3397
2003-09-01,"Georgia",3607
2003-10-01,"Georgia",5617
2003-11-01,"Georgia",10196
2003-12-01,"Georgia",25117
2004-01-01,"Georgia",26702
2004-02-01,"Georgia",23473
2004-03-01,"Georgia",10651
2004-04-01,"Georgia",7111
2004-05-01,"Georgia",4585
2004-06-01,"Georgia",4039
2004-07-01,"Georgia",3556
2004-08-01,"Georgia",3685
2004-09-01,"Georgia",3801
2004-10-01,"Georgia",4666
2004-11-01,"Georgia",10650
2004-12-01,"Georgia",23572
2005-01-01,"Georgia",21620
2005-02-01,"Georgia",17769
2005-03-01,"Georgia",15920
2005-04-01,"Georgia",7502
2005-05-01,"Georgia",5055
2005-06-01,"Georgia",3934
2005-07-01,"Georgia",3637
2005-08-01,"Georgia",3712
2005-09-01,"Georgia",3615
2005-10-01,"Georgia",6238
2005-11-01,"Georgia",11566
2005-12-01,"Georgia",23991
2006-01-01,"Georgia",17817
2006-02-01,"Georgia",19201
2006-03-01,"Georgia",12421
2006-04-01,"Georgia",5345
2006-05-01,"Georgia",4477
2006-06-01,"Georgia",3661
2006-07-01,"Georgia",3488
2006-08-01,"Georgia",3428
2006-09-01,"Georgia",3693
2006-10-01,"Georgia",6975
