"date","state","y"
1989-01-01,"Alabama",7406
1989-02-01,"Alabama",7044
1989-03-01,"Alabama",7392
1989-04-01,"Alabama",4722
1989-05-01,"Alabama",2856
1989-06-01,"Alabama",1709
1989-07-01,"Alabama",1457
1989-08-01,"Alabama",1383
1989-09-01,"Alabama",1404
1989-10-01,"Alabama",1862
1989-11-01,"Alabama",3646
1989-12-01,"Alabama",7240
1990-01-01,"Alabama",10893
1990-02-01,"Alabama",6493
1990-03-01,"Alabama",5254
1990-04-01,"Alabama",4143
1990-05-01,"Alabama",2657
1990-06-01,"Alabama",1625
1990-07-01,"Alabama",1411
1990-08-01,"Alabama",1334
1990-09-01,"Alabama",1356
1990-10-01,"Alabama",1529
1990-11-01,"Alabama",3360
1990-12-01,"Alabama",5355
1991-01-01,"Alabama",7299
1991-02-01,"Alabama",8327
1991-03-01,"Alabama",6724
1991-04-01,"Alabama",3891
1991-05-01,"Alabama",2059
1991-06-01,"Alabama",1583
1991-07-01,"Alabama",1434
1991-08-01,"Alabama",1368
1991-09-01,"Alabama",1389
1991-10-01,"Alabama",1793
1991-11-01,"Alabama",3886
1991-12-01,"Alabama",6396
1992-01-01,"Alabama",8777
1992-02-01,"Alabama",9267
1992-03-01,"Alabama",5605
1992-04-01,"Alabama",5012
1992-05-01,"Alabama",2714
1992-06-01,"Alabama",1772
1992-07-01,"Alabama",1423
1992-08-01,"Alabama",1311
1992-09-01,"Alabama",1373
1992-10-01,"Alabama",1728
1992-11-01,"Alabama",3402
1992-12-01,"Alabama",7261
1993-01-01,"Alabama",8110
1993-02-01,"Alabama",8189
1993-03-01,"Alabama",8716
1993-04-01,"Alabama",5668
1993-05-01,"Alabama",2848
1993-06-01,"Alabama",1641
1993-07-01,"Alabama",1430
1993-08-01,"Alabama",1328
1993-09-01,"Alabama",1330
1993-10-01,"Alabama",1526
1993-11-01,"Alabama",3853
1993-12-01,"Alabama",6727
1994-01-01,"Alabama",10714
1994-02-01,"Alabama",10653
1994-03-01,"Alabama",6935
1994-04-01,"Alabama",4557
1994-05-01,"Alabama",2208
1994-06-01,"Alabama",1542
1994-07-01,"Alabama",1361
1994-08-01,"Alabama",1323
1994-09-01,"Alabama",1325
1994-10-01,"Alabama",1495
1994-11-01,"Alabama",2602
1994-12-01,"Alabama",5034
1995-01-01,"Alabama",8338
1995-02-01,"Alabama",9200
1995-03-01,"Alabama",7586
1995-04-01,"Alabama",3692
1995-05-01,"Alabama",2206
1995-06-01,"Alabama",1565
1995-07-01,"Alabama",1401
1995-08-01,"Alabama",1299
1995-09-01,"Alabama",1279
1995-10-01,"Alabama",1542
1995-11-01,"Alabama",3902
1995-12-01,"Alabama",7563
1996-01-01,"Alabama",10893
1996-02-01,"Alabama",11222
1996-03-01,"Alabama",8051
1996-04-01,"Alabama",6321
1996-05-01,"Alabama",2948
1996-06-01,"Alabama",1472
1996-07-01,"Alabama",1295
1996-08-01,"Alabama",1227
1996-09-01,"Alabama",1321
1996-10-01,"Alabama",1647
1996-11-01,"Alabama",3461
1996-12-01,"Alabama",6664
1997-01-01,"Alabama",9322
1997-02-01,"Alabama",9129
1997-03-01,"Alabama",5344
1997-04-01,"Alabama",3191
1997-05-01,"Alabama",2648
1997-06-01,"Alabama",1609
1997-07-01,"Alabama",1397
1997-08-01,"Alabama",1242
1997-09-01,"Alabama",1254
1997-10-01,"Alabama",1440
1997-11-01,"Alabama",3977
1997-12-01,"Alabama",7942
1998-01-01,"Alabama",9683
1998-02-01,"Alabama",9216
1998-03-01,"Alabama",7486
1998-04-01,"Alabama",4584
1998-05-01,"Alabama",2354
1998-06-01,"Alabama",1394
1998-07-01,"Alabama",1212
1998-08-01,"Alabama",1183
1998-09-01,"Alabama",1196
1998-10-01,"Alabama",1320
1998-11-01,"Alabama",2468
1998-12-01,"Alabama",4447
1999-01-01,"Alabama",9018
1999-02-01,"Alabama",6161
1999-03-01,"Alabama",6393
1999-04-01,"Alabama",3892
1999-05-01,"Alabama",1873
1999-06-01,"Alabama",1357
1999-07-01,"Alabama",1259
1999-08-01,"Alabama",1126
1999-09-01,"Alabama",1185
1999-10-01,"Alabama",1560
1999-11-01,"Alabama",3069
1999-12-01,"Alabama",5754
2000-01-01,"Alabama",8671
2000-02-01,"Alabama",9716
2000-03-01,"Alabama",4805
2000-04-01,"Alabama",3471
2000-05-01,"Alabama",2320
2000-06-01,"Alabama",1383
2000-07-01,"Alabama",1247
2000-08-01,"Alabama",1175
2000-09-01,"Alabama",1202
2000-10-01,"Alabama",1761
2000-11-01,"Alabama",3005
2000-12-01,"Alabama",8686
2001-01-01,"Alabama",13490
2001-02-01,"Alabama",8987
2001-03-01,"Alabama",5867
2001-04-01,"Alabama",4787
2001-05-01,"Alabama",1968
2001-06-01,"Alabama",1348
2001-07-01,"Alabama",1194
2001-08-01,"Alabama",1185
2001-09-01,"Alabama",1164
2001-10-01,"Alabama",1706
2001-11-01,"Alabama",3075
2001-12-01,"Alabama",4470
2002-01-01,"Alabama",9350
2002-02-01,"Alabama",7981
2002-03-01,"Alabama",7349
2002-04-01,"Alabama",3484
2002-05-01,"Alabama",1688
2002-06-01,"Alabama",1446
2002-07-01,"Alabama",1150
2002-08-01,"Alabama",1122
2002-09-01,"Alabama",1130
2002-10-01,"Alabama",1225
2002-11-01,"Alabama",2890
2002-12-01,"Alabama",7667
2003-01-01,"Alabama",10529
2003-02-01,"Alabama",10219
2003-03-01,"Alabama",6038
2003-04-01,"Alabama",3253
2003-05-01,"Alabama",1909
2003-06-01,"Alabama",1317
2003-07-01,"Alabama",1169
2003-08-01,"Alabama",1123
2003-09-01,"Alabama",1116
2003-10-01,"Alabama",1452
2003-11-01,"Alabama",2159
2003-12-01,"Alabama",6288
2004-01-01,"Alabama",10044
2004-02-01,"Alabama",9400
2004-03-01,"Alabama",6062
2004-04-01,"Alabama",3296
2004-05-01,"Alabama",1960
2004-06-01,"Alabama",1216
2004-07-01,"Alabama",1138
2004-08-01,"Alabama",1072
2004-09-01,"Alabama",1124
2004-10-01,"Alabama",1241
2004-11-01,"Alabama",1887
2004-12-01,"Alabama",5420
2005-01-01,"Alabama",8212
2005-02-01,"Alabama",7670
2005-03-01,"Alabama",5914
2005-04-01,"Alabama",3600
2005-05-01,"Alabama",2028
2005-06-01,"Alabama",1313
2005-07-01,"Alabama",1120
2005-08-01,"Alabama",1048
2005-09-01,"Alabama",1056
2005-10-01,"Alabama",1137
2005-11-01,"Alabama",2641
2005-12-01,"Alabama",6318
2006-01-01,"Alabama",7838
2006-02-01,"Alabama",6402
2006-03-01,"Alabama",5337
2006-04-01,"Alabama",3006
2006-05-01,"Alabama",1337
2006-06-01,"Alabama",1147
2006-07-01,"Alabama",986
2006-08-01,"Alabama",908
2006-09-01,"Alabama",913
2006-10-01,"Alabama",1223
2006-11-01,"Alabama",3228
2006-12-01,"Alabama",5806
2007-01-01,"Alabama",6088
2007-02-01,"Alabama",8118
2007-03-01,"Alabama",5368
2007-04-01,"Alabama",2562
2007-05-01,"Alabama",1811
2007-06-01,"Alabama",1083
2007-07-01,"Alabama",935
2007-08-01,"Alabama",876
2007-09-01,"Alabama",883
2007-10-01,"Alabama",990
2007-11-01,"Alabama",2242
2007-12-01,"Alabama",4525
2008-01-01,"Alabama",7055
2008-02-01,"Alabama",7381
2008-03-01,"Alabama",5324
2008-04-01,"Alabama",2862
2008-05-01,"Alabama",1565
2008-06-01,"Alabama",1045
2008-07-01,"Alabama",911
2008-08-01,"Alabama",859
2008-09-01,"Alabama",893
2008-10-01,"Alabama",1044
2008-11-01,"Alabama",2606
2008-12-01,"Alabama",6249
2009-01-01,"Alabama",6875
2009-02-01,"Alabama",7273
2009-03-01,"Alabama",5135
2009-04-01,"Alabama",2609
2009-05-01,"Alabama",1556
2009-06-01,"Alabama",1027
2009-07-01,"Alabama",875
2009-08-01,"Alabama",824
2009-09-01,"Alabama",853
2009-10-01,"Alabama",1182
2009-11-01,"Alabama",2438
2009-12-01,"Alabama",5413
2010-01-01,"Alabama",9203
2010-02-01,"Alabama",7762
2010-03-01,"Alabama",6612
2010-04-01,"Alabama",2987
2010-05-01,"Alabama",1143
2010-06-01,"Alabama",842
2010-07-01,"Alabama",733
2010-08-01,"Alabama",708
2010-09-01,"Alabama",658
2010-10-01,"Alabama",839
2010-11-01,"Alabama",2757
2010-12-01,"Alabama",7970
2011-01-01,"Alabama",9951
2011-02-01,"Alabama",6315
2011-03-01,"Alabama",3513
2011-04-01,"Alabama",1942
2011-05-01,"Alabama",1363
2011-06-01,"Alabama",844
2011-07-01,"Alabama",604
2011-08-01,"Alabama",772
2011-09-01,"Alabama",852
2011-10-01,"Alabama",1531
2011-11-01,"Alabama",3426
2011-12-01,"Alabama",5467
2012-01-01,"Alabama",5896
2012-02-01,"Alabama",4489
2012-03-01,"Alabama",2207
2012-04-01,"Alabama",1328
2012-05-01,"Alabama",893
2012-06-01,"Alabama",723
2012-07-01,"Alabama",703
2012-08-01,"Alabama",700
2012-09-01,"Alabama",722
2012-10-01,"Alabama",1334
2012-11-01,"Alabama",3735
2012-12-01,"Alabama",4849
2013-01-01,"Alabama",6147
2013-02-01,"Alabama",5657
2013-03-01,"Alabama",5205
2013-04-01,"Alabama",2198
2013-05-01,"Alabama",1325
2013-06-01,"Alabama",980
2013-07-01,"Alabama",715
2013-08-01,"Alabama",770
2013-09-01,"Alabama",778
2013-10-01,"Alabama",1142
2013-11-01,"Alabama",3925
2013-12-01,"Alabama",6216
2014-01-01,"Alabama",10350
2014-02-01,"Alabama",6522
2014-03-01,"Alabama",4611
2014-04-01,"Alabama",2192
2014-05-01,"Alabama",1345
2014-06-01,"Alabama",804
2014-07-01,"Alabama",764
2014-08-01,"Alabama",748
2014-09-01,"Alabama",716
2014-10-01,"Alabama",1124
2014-11-01,"Alabama",4457
2014-12-01,"Alabama",5373
2015-01-01,"Alabama",8087
2015-02-01,"Alabama",8552
2015-03-01,"Alabama",3863
2015-04-01,"Alabama",1697
2015-05-01,"Alabama",1113
2015-06-01,"Alabama",765
2015-07-01,"Alabama",721
2015-08-01,"Alabama",706
2015-09-01,"Alabama",711
2015-10-01,"Alabama",957
2015-11-01,"Alabama",2082
2015-12-01,"Alabama",3496
2016-01-01,"Alabama",7195
2016-02-01,"Alabama",5516
2016-03-01,"Alabama",2755
2016-04-01,"Alabama",1645
2016-05-01,"Alabama",978
2016-06-01,"Alabama",833
2016-07-01,"Alabama",675
2016-08-01,"Alabama",646
2016-09-01,"Alabama",620
2016-10-01,"Alabama",875
2016-11-01,"Alabama",1790
2016-12-01,"Alabama",4880
2017-01-01,"Alabama",4845
2017-02-01,"Alabama",3228
2017-03-01,"Alabama",3177
2017-04-01,"Alabama",1362
2017-05-01,"Alabama",925
2017-06-01,"Alabama",713
2017-07-01,"Alabama",674
2017-08-01,"Alabama",651
2017-09-01,"Alabama",739
2017-10-01,"Alabama",1190
2017-11-01,"Alabama",2642
2017-12-01,"Alabama",6192
2018-01-01,"Alabama",9540
2018-02-01,"Alabama",3744
2018-03-01,"Alabama",3745
2018-04-01,"Alabama",2500
2018-05-01,"Alabama",1116
2018-06-01,"Alabama",725
2018-07-01,"Alabama",694
2018-08-01,"Alabama",701
2018-09-01,"Alabama",663
2018-10-01,"Alabama",1014
2018-11-01,"Alabama",4124
2018-12-01,"Alabama",6159
2019-01-01,"Alabama",7973
2019-02-01,"Alabama",3793
2019-03-01,"Alabama",3973
2019-04-01,"Alabama",1904
2019-05-01,"Alabama",1144
2019-06-01,"Alabama",853
2019-07-01,"Alabama",765
2019-08-01,"Alabama",656
2019-09-01,"Alabama",705
2019-10-01,"Alabama",980
2019-11-01,"Alabama",2825
2019-12-01,"Alabama",5044
2020-01-01,"Alabama",5624
2020-02-01,"Alabama",5259
2020-03-01,"Alabama",2607
2020-04-01,"Alabama",1640
2020-05-01,"Alabama",1204
2020-06-01,"Alabama",817
2020-07-01,"Alabama",713
2020-08-01,"Alabama",687
2020-09-01,"Alabama",794
2020-10-01,"Alabama",1097
2020-11-01,"Alabama",2505
2020-12-01,"Alabama",4771
2021-01-01,"Alabama",7100
2021-02-01,"Alabama",6542
1989-01-01,"Alaska",1793
1989-02-01,"Alaska",2148
1989-03-01,"Alaska",1566
1989-04-01,"Alaska",1223
1989-05-01,"Alaska",858
1989-06-01,"Alaska",638
1989-07-01,"Alaska",432
1989-08-01,"Alaska",370
1989-09-01,"Alaska",536
1989-10-01,"Alaska",895
1989-11-01,"Alaska",1474
1989-12-01,"Alaska",1656
1990-01-01,"Alaska",1745
1990-02-01,"Alaska",2090
1990-03-01,"Alaska",1756
1990-04-01,"Alaska",1181
1990-05-01,"Alaska",771
1990-06-01,"Alaska",548
1990-07-01,"Alaska",409
1990-08-01,"Alaska",407
1990-09-01,"Alaska",527
1990-10-01,"Alaska",929
1990-11-01,"Alaska",1586
1990-12-01,"Alaska",2216
1991-01-01,"Alaska",1931
1991-02-01,"Alaska",1847
1991-03-01,"Alaska",1477
1991-04-01,"Alaska",1258
1991-05-01,"Alaska",907
1991-06-01,"Alaska",662
1991-07-01,"Alaska",470
1991-08-01,"Alaska",438
1991-09-01,"Alaska",600
1991-10-01,"Alaska",926
1991-11-01,"Alaska",1356
1991-12-01,"Alaska",1691
1992-01-01,"Alaska",1777
1992-02-01,"Alaska",1933
1992-03-01,"Alaska",1764
1992-04-01,"Alaska",1346
1992-05-01,"Alaska",1012
1992-06-01,"Alaska",628
1992-07-01,"Alaska",474
1992-08-01,"Alaska",438
1992-09-01,"Alaska",643
1992-10-01,"Alaska",1209
1992-11-01,"Alaska",1442
1992-12-01,"Alaska",1682
1993-01-01,"Alaska",2079
1993-02-01,"Alaska",2138
1993-03-01,"Alaska",1471
1993-04-01,"Alaska",1288
1993-05-01,"Alaska",891
1993-06-01,"Alaska",577
1993-07-01,"Alaska",423
1993-08-01,"Alaska",402
1993-09-01,"Alaska",513
1993-10-01,"Alaska",1043
1993-11-01,"Alaska",1261
1993-12-01,"Alaska",1772
1994-01-01,"Alaska",1815
1994-02-01,"Alaska",1763
1994-03-01,"Alaska",1952
1994-04-01,"Alaska",1480
1994-05-01,"Alaska",1026
1994-06-01,"Alaska",651
1994-07-01,"Alaska",491
1994-08-01,"Alaska",416
1994-09-01,"Alaska",567
1994-10-01,"Alaska",1042
1994-11-01,"Alaska",1497
1994-12-01,"Alaska",2195
1995-01-01,"Alaska",2059
1995-02-01,"Alaska",1923
1995-03-01,"Alaska",1912
1995-04-01,"Alaska",1573
1995-05-01,"Alaska",943
1995-06-01,"Alaska",680
1995-07-01,"Alaska",534
1995-08-01,"Alaska",448
1995-09-01,"Alaska",588
1995-10-01,"Alaska",866
1995-11-01,"Alaska",1411
1995-12-01,"Alaska",2294
1996-01-01,"Alaska",2054
1996-02-01,"Alaska",2419
1996-03-01,"Alaska",1918
1996-04-01,"Alaska",1424
1996-05-01,"Alaska",964
1996-06-01,"Alaska",647
1996-07-01,"Alaska",493
1996-08-01,"Alaska",544
1996-09-01,"Alaska",589
1996-10-01,"Alaska",1238
1996-11-01,"Alaska",1708
1996-12-01,"Alaska",2181
1997-01-01,"Alaska",2249
1997-02-01,"Alaska",1618
1997-03-01,"Alaska",1767
1997-04-01,"Alaska",1177
1997-05-01,"Alaska",789
1997-06-01,"Alaska",508
1997-07-01,"Alaska",463
1997-08-01,"Alaska",418
1997-09-01,"Alaska",743
1997-10-01,"Alaska",1569
1997-11-01,"Alaska",1684
1997-12-01,"Alaska",2162
1998-01-01,"Alaska",2240
1998-02-01,"Alaska",1716
1998-03-01,"Alaska",1529
1998-04-01,"Alaska",1239
1998-05-01,"Alaska",933
1998-06-01,"Alaska",628
1998-07-01,"Alaska",479
1998-08-01,"Alaska",648
1998-09-01,"Alaska",818
1998-10-01,"Alaska",1346
1998-11-01,"Alaska",1858
1998-12-01,"Alaska",2183
1999-01-01,"Alaska",2668
1999-02-01,"Alaska",2223
1999-03-01,"Alaska",2075
1999-04-01,"Alaska",1315
1999-05-01,"Alaska",939
1999-06-01,"Alaska",559
1999-07-01,"Alaska",486
1999-08-01,"Alaska",481
1999-09-01,"Alaska",870
1999-10-01,"Alaska",1423
1999-11-01,"Alaska",2127
1999-12-01,"Alaska",2466
2000-01-01,"Alaska",2355
2000-02-01,"Alaska",1886
2000-03-01,"Alaska",1764
2000-04-01,"Alaska",1234
2000-05-01,"Alaska",864
2000-06-01,"Alaska",646
2000-07-01,"Alaska",475
2000-08-01,"Alaska",618
2000-09-01,"Alaska",927
2000-10-01,"Alaska",1455
2000-11-01,"Alaska",1749
2000-12-01,"Alaska",2014
2001-01-01,"Alaska",1885
2001-02-01,"Alaska",1828
2001-03-01,"Alaska",1818
2001-04-01,"Alaska",1183
2001-05-01,"Alaska",981
2001-06-01,"Alaska",612
2001-07-01,"Alaska",520
2001-08-01,"Alaska",538
2001-09-01,"Alaska",819
2001-10-01,"Alaska",1662
2001-11-01,"Alaska",2187
2001-12-01,"Alaska",2785
2002-01-01,"Alaska",2057
2002-02-01,"Alaska",1933
2002-03-01,"Alaska",2115
2002-04-01,"Alaska",1406
2002-05-01,"Alaska",957
2002-06-01,"Alaska",1192
2002-07-01,"Alaska",421
2002-08-01,"Alaska",592
2002-09-01,"Alaska",828
2002-10-01,"Alaska",1214
2002-11-01,"Alaska",1401
2002-12-01,"Alaska",2074
2003-01-01,"Alaska",2216
2003-02-01,"Alaska",1705
2003-03-01,"Alaska",2046
2003-04-01,"Alaska",1328
2003-05-01,"Alaska",935
2003-06-01,"Alaska",572
2003-07-01,"Alaska",435
2003-08-01,"Alaska",599
2003-09-01,"Alaska",898
2003-10-01,"Alaska",1368
2003-11-01,"Alaska",2322
2003-12-01,"Alaska",2430
2004-01-01,"Alaska",3151
2004-02-01,"Alaska",2049
2004-03-01,"Alaska",2061
2004-04-01,"Alaska",1410
2004-05-01,"Alaska",919
2004-06-01,"Alaska",538
2004-07-01,"Alaska",467
2004-08-01,"Alaska",513
2004-09-01,"Alaska",1065
2004-10-01,"Alaska",1552
2004-11-01,"Alaska",2006
2004-12-01,"Alaska",2469
2005-01-01,"Alaska",2734
2005-02-01,"Alaska",2239
2005-03-01,"Alaska",1901
2005-04-01,"Alaska",1323
2005-05-01,"Alaska",869
2005-06-01,"Alaska",581
2005-07-01,"Alaska",506
2005-08-01,"Alaska",563
2005-09-01,"Alaska",843
2005-10-01,"Alaska",1662
2005-11-01,"Alaska",2584
2005-12-01,"Alaska",2224
2006-01-01,"Alaska",3324
2006-02-01,"Alaska",2233
2006-03-01,"Alaska",2198
2006-04-01,"Alaska",1683
2006-05-01,"Alaska",910
2006-06-01,"Alaska",725
2006-07-01,"Alaska",574
2006-08-01,"Alaska",698
2006-09-01,"Alaska",946
2006-10-01,"Alaska",1594
2006-11-01,"Alaska",3197
2006-12-01,"Alaska",2533
2007-01-01,"Alaska",2841
2007-02-01,"Alaska",2545
2007-03-01,"Alaska",2709
2007-04-01,"Alaska",1536
2007-05-01,"Alaska",1033
2007-06-01,"Alaska",679
2007-07-01,"Alaska",594
2007-08-01,"Alaska",587
2007-09-01,"Alaska",890
2007-10-01,"Alaska",1628
2007-11-01,"Alaska",2008
2007-12-01,"Alaska",2795
2008-01-01,"Alaska",3134
2008-02-01,"Alaska",2751
2008-03-01,"Alaska",2158
2008-04-01,"Alaska",1611
2008-05-01,"Alaska",1128
2008-06-01,"Alaska",733
2008-07-01,"Alaska",702
2008-08-01,"Alaska",700
2008-09-01,"Alaska",1032
2008-10-01,"Alaska",1918
2008-11-01,"Alaska",2581
2008-12-01,"Alaska",2992
2009-01-01,"Alaska",3175
2009-02-01,"Alaska",2514
2009-03-01,"Alaska",2454
2009-04-01,"Alaska",1589
2009-05-01,"Alaska",892
2009-06-01,"Alaska",663
2009-07-01,"Alaska",553
2009-08-01,"Alaska",636
2009-09-01,"Alaska",933
2009-10-01,"Alaska",1417
2009-11-01,"Alaska",2428
2009-12-01,"Alaska",2725
2010-01-01,"Alaska",2730
2010-02-01,"Alaska",2054
2010-03-01,"Alaska",2121
2010-04-01,"Alaska",1574
2010-05-01,"Alaska",946
2010-06-01,"Alaska",667
2010-07-01,"Alaska",630
2010-08-01,"Alaska",607
2010-09-01,"Alaska",771
2010-10-01,"Alaska",1529
2010-11-01,"Alaska",2019
2010-12-01,"Alaska",3065
2011-01-01,"Alaska",2862
2011-02-01,"Alaska",2755
2011-03-01,"Alaska",2287
2011-04-01,"Alaska",1593
2011-05-01,"Alaska",990
2011-06-01,"Alaska",712
2011-07-01,"Alaska",580
2011-08-01,"Alaska",650
2011-09-01,"Alaska",948
2011-10-01,"Alaska",1581
2011-11-01,"Alaska",2851
2011-12-01,"Alaska",2451
2012-01-01,"Alaska",3603
2012-02-01,"Alaska",2334
2012-03-01,"Alaska",2333
2012-04-01,"Alaska",1467
2012-05-01,"Alaska",1056
2012-06-01,"Alaska",699
2012-07-01,"Alaska",634
2012-08-01,"Alaska",558
2012-09-01,"Alaska",1093
2012-10-01,"Alaska",1730
2012-11-01,"Alaska",2743
2012-12-01,"Alaska",3129
2013-01-01,"Alaska",2526
2013-02-01,"Alaska",2130
2013-03-01,"Alaska",2304
2013-04-01,"Alaska",1889
2013-05-01,"Alaska",1115
2013-06-01,"Alaska",585
2013-07-01,"Alaska",497
2013-08-01,"Alaska",590
2013-09-01,"Alaska",987
2013-10-01,"Alaska",1314
2013-11-01,"Alaska",2420
2013-12-01,"Alaska",2859
2014-01-01,"Alaska",2169
2014-02-01,"Alaska",2443
2014-03-01,"Alaska",2201
2014-04-01,"Alaska",1427
2014-05-01,"Alaska",800
2014-06-01,"Alaska",678
2014-07-01,"Alaska",545
2014-08-01,"Alaska",538
2014-09-01,"Alaska",875
2014-10-01,"Alaska",1768
2014-11-01,"Alaska",2070
2014-12-01,"Alaska",2218
2015-01-01,"Alaska",2743
2015-02-01,"Alaska",2212
2015-03-01,"Alaska",2174
2015-04-01,"Alaska",1473
2015-05-01,"Alaska",883
2015-06-01,"Alaska",589
2015-07-01,"Alaska",499
2015-08-01,"Alaska",531
2015-09-01,"Alaska",1040
2015-10-01,"Alaska",1429
2015-11-01,"Alaska",2317
2015-12-01,"Alaska",2683
2016-01-01,"Alaska",2358
2016-02-01,"Alaska",2067
2016-03-01,"Alaska",1885
2016-04-01,"Alaska",1242
2016-05-01,"Alaska",864
2016-06-01,"Alaska",534
2016-07-01,"Alaska",479
2016-08-01,"Alaska",534
2016-09-01,"Alaska",831
2016-10-01,"Alaska",1713
2016-11-01,"Alaska",2313
2016-12-01,"Alaska",2969
2017-01-01,"Alaska",3188
2017-02-01,"Alaska",2521
2017-03-01,"Alaska",2666
2017-04-01,"Alaska",1472
2017-05-01,"Alaska",983
2017-06-01,"Alaska",656
2017-07-01,"Alaska",552
2017-08-01,"Alaska",601
2017-09-01,"Alaska",892
2017-10-01,"Alaska",1579
2017-11-01,"Alaska",2613
2017-12-01,"Alaska",2525
2018-01-01,"Alaska",2708
2018-02-01,"Alaska",2620
2018-03-01,"Alaska",2219
2018-04-01,"Alaska",1483
2018-05-01,"Alaska",1032
2018-06-01,"Alaska",672
2018-07-01,"Alaska",500
2018-08-01,"Alaska",591
2018-09-01,"Alaska",755
2018-10-01,"Alaska",1319
2018-11-01,"Alaska",2096
2018-12-01,"Alaska",2612
2019-01-01,"Alaska",2803
2019-02-01,"Alaska",2265
2019-03-01,"Alaska",2125
2019-04-01,"Alaska",1442
2019-05-01,"Alaska",982
2019-06-01,"Alaska",531
2019-07-01,"Alaska",413
2019-08-01,"Alaska",456
2019-09-01,"Alaska",823
2019-10-01,"Alaska",1447
2019-11-01,"Alaska",1978
2019-12-01,"Alaska",2685
2020-01-01,"Alaska",3653
2020-02-01,"Alaska",2749
2020-03-01,"Alaska",2611
2020-04-01,"Alaska",1577
2020-05-01,"Alaska",924
2020-06-01,"Alaska",611
2020-07-01,"Alaska",498
2020-08-01,"Alaska",548
2020-09-01,"Alaska",886
2020-10-01,"Alaska",1675
2020-11-01,"Alaska",2604
2020-12-01,"Alaska",2686
2021-01-01,"Alaska",2645
2021-02-01,"Alaska",2792
1989-01-01,"Arizona",6104
1989-02-01,"Arizona",4913
1989-03-01,"Arizona",2937
1989-04-01,"Arizona",1670
1989-05-01,"Arizona",1205
1989-06-01,"Arizona",1094
1989-07-01,"Arizona",880
1989-08-01,"Arizona",777
1989-09-01,"Arizona",833
1989-10-01,"Arizona",959
1989-11-01,"Arizona",1768
1989-12-01,"Arizona",3945
1990-01-01,"Arizona",5994
1990-02-01,"Arizona",5582
1990-03-01,"Arizona",4035
1990-04-01,"Arizona",2197
1990-05-01,"Arizona",1427
1990-06-01,"Arizona",1145
1990-07-01,"Arizona",931
1990-08-01,"Arizona",856
1990-09-01,"Arizona",926
1990-10-01,"Arizona",1044
1990-11-01,"Arizona",1711
1990-12-01,"Arizona",4473
1991-01-01,"Arizona",6284
1991-02-01,"Arizona",4569
1991-03-01,"Arizona",4018
1991-04-01,"Arizona",3214
1991-05-01,"Arizona",1620
1991-06-01,"Arizona",1209
1991-07-01,"Arizona",1042
1991-08-01,"Arizona",862
1991-09-01,"Arizona",900
1991-10-01,"Arizona",1077
1991-11-01,"Arizona",1895
1991-12-01,"Arizona",4664
1992-01-01,"Arizona",5598
1992-02-01,"Arizona",4220
1992-03-01,"Arizona",3589
1992-04-01,"Arizona",2313
1992-05-01,"Arizona",1207
1992-06-01,"Arizona",1132
1992-07-01,"Arizona",947
1992-08-01,"Arizona",815
1992-09-01,"Arizona",870
1992-10-01,"Arizona",1000
1992-11-01,"Arizona",1576
1992-12-01,"Arizona",5118
1993-01-01,"Arizona",5504
1993-02-01,"Arizona",4120
1993-03-01,"Arizona",4078
1993-04-01,"Arizona",2178
1993-05-01,"Arizona",1297
1993-06-01,"Arizona",1097
1993-07-01,"Arizona",832
1993-08-01,"Arizona",801
1993-09-01,"Arizona",854
1993-10-01,"Arizona",988
1993-11-01,"Arizona",1847
1993-12-01,"Arizona",4566
1994-01-01,"Arizona",5663
1994-02-01,"Arizona",5158
1994-03-01,"Arizona",3659
1994-04-01,"Arizona",2142
1994-05-01,"Arizona",1443
1994-06-01,"Arizona",1116
1994-07-01,"Arizona",899
1994-08-01,"Arizona",806
1994-09-01,"Arizona",851
1994-10-01,"Arizona",1053
1994-11-01,"Arizona",2024
1994-12-01,"Arizona",4869
1995-01-01,"Arizona",5531
1995-02-01,"Arizona",4576
1995-03-01,"Arizona",2846
1995-04-01,"Arizona",2428
1995-05-01,"Arizona",1824
1995-06-01,"Arizona",1248
1995-07-01,"Arizona",969
1995-08-01,"Arizona",859
1995-09-01,"Arizona",878
1995-10-01,"Arizona",1027
1995-11-01,"Arizona",1554
1995-12-01,"Arizona",3154
1996-01-01,"Arizona",5443
1996-02-01,"Arizona",4221
1996-03-01,"Arizona",3366
1996-04-01,"Arizona",2155
1996-05-01,"Arizona",1328
1996-06-01,"Arizona",1089
1996-07-01,"Arizona",916
1996-08-01,"Arizona",836
1996-09-01,"Arizona",900
1996-10-01,"Arizona",1082
1996-11-01,"Arizona",2322
1996-12-01,"Arizona",4051
1997-01-01,"Arizona",5958
1997-02-01,"Arizona",5075
1997-03-01,"Arizona",4221
1997-04-01,"Arizona",2251
1997-05-01,"Arizona",1566
1997-06-01,"Arizona",1150
1997-07-01,"Arizona",1015
1997-08-01,"Arizona",907
1997-09-01,"Arizona",1124
1997-10-01,"Arizona",1053
1997-11-01,"Arizona",1973
1997-12-01,"Arizona",4764
1998-01-01,"Arizona",7156
1998-02-01,"Arizona",5646
1998-03-01,"Arizona",5362
1998-04-01,"Arizona",3722
1998-05-01,"Arizona",2107
1998-06-01,"Arizona",1385
1998-07-01,"Arizona",1070
1998-08-01,"Arizona",902
1998-09-01,"Arizona",940
